source,period,Label,count
43046,2017,-1,1
43046,2017,1,2
43048,2014,1,1
43048,2015,1,5
43048,2016,1,6
43048,2017,1,3
43049,2016,1,3
43050,2014,1,2
43050,2015,1,2
43050,2016,1,2
43051,2015,1,1
43052,2016,1,1
43053,2014,1,1
43054,2016,1,1
43055,2014,1,2
43055,2016,1,1
43057,2015,-1,1
43057,2015,1,2
43058,2016,1,1
43058,2017,1,2
43061,2016,1,1
43062,2015,1,1
43063,2015,1,1
43064,2017,1,1
43065,2014,1,2
43065,2015,1,6
43065,2016,1,11
43065,2017,1,1
43066,2017,1,1
43068,2016,1,1
43070,2015,1,1
43072,2015,1,4
43073,2015,-1,1
43073,2015,1,24
43073,2016,1,19
43073,2017,1,6
43074,2014,1,22
43074,2015,-1,2
43074,2015,1,20
43074,2016,1,16
43074,2017,1,2
43076,2014,1,3
43076,2015,1,2
43076,2016,1,5
43076,2017,1,1
43077,2015,1,1
43078,2017,1,2
43079,2014,1,1
43079,2015,1,1
43081,2014,1,1
43081,2016,1,1
43083,2016,1,2
43084,2014,-1,1
43084,2014,1,4
43084,2015,1,7
43084,2016,1,6
43086,2014,1,3
43086,2015,1,7
43086,2016,1,6
43086,2017,1,1
43087,2014,1,5
43087,2015,1,5
43087,2016,1,1
43089,2015,1,1
43090,2014,1,2
43090,2015,-1,1
43091,2016,1,2
43092,2016,1,1
43093,2015,1,1
43094,2014,1,1
43094,2015,1,8
43094,2016,1,6
43094,2017,1,3
43096,2017,1,1
43097,2017,1,1
43098,2014,-1,1
43098,2015,-1,3
43098,2015,1,4
43098,2016,-1,2
43098,2016,1,5
43098,2017,1,1
43099,2015,1,1
43099,2016,1,1
43101,2015,1,1
43101,2016,1,2
43102,2017,-1,9
43102,2017,1,126
43103,2014,1,2
43103,2015,1,3
43105,2015,1,1
43106,2015,-1,1
43107,2015,1,2
43107,2016,1,1
43108,2016,1,1
43109,2014,1,1
43110,2016,1,1
43111,2016,-1,1
43111,2016,1,5
43111,2017,-1,1
43111,2017,1,12
43112,2014,1,1
43114,2016,1,1
43115,2015,1,1
43115,2016,1,6
43116,2016,1,5
43116,2017,-1,3
43116,2017,1,4
43117,2016,-1,4
43117,2016,1,12
43117,2017,1,2
43118,2016,1,4
43119,2016,1,1
43120,2016,1,1
43121,2015,1,1
43123,2015,1,1
43123,2016,1,1
43124,2015,1,3
43125,2016,1,20
43126,2016,1,1
43127,2016,1,1
43128,2016,1,1
43129,2016,1,1
43129,2017,1,1
43130,2014,1,1
43131,2015,1,1
43132,2017,1,1
43133,2014,1,1
43134,2014,1,1
43135,2014,1,4
43137,2016,1,1
43138,2016,1,3
43140,2014,-1,1
43140,2014,1,1
43140,2015,1,1
43141,2015,1,1
43142,2015,1,1
43143,2016,-1,1
43143,2016,1,11
43144,2015,1,1
43145,2016,1,1
43147,2014,1,1
43148,2014,1,1
43149,2014,1,1
43149,2015,1,3
43149,2016,1,2
43150,2016,1,1
43151,2014,1,6
43151,2015,1,6
43151,2016,1,6
43151,2017,1,2
43152,2014,1,4
43152,2015,-1,1
43152,2015,1,8
43152,2017,-1,1
43152,2017,1,1
43153,2016,1,1
43154,2016,1,3
43155,2015,1,1
43155,2016,1,1
43156,2015,1,2
43157,2015,1,1
43159,2014,-1,1
43159,2014,1,5
43160,2015,1,1
43164,2014,1,1
43164,2016,1,1
43165,2014,1,1
43165,2016,1,1
43166,2014,1,2
43167,2017,1,1
43168,2016,1,6
43171,2017,1,1
43172,2014,1,1
43173,2016,1,1
43174,2014,1,7
43174,2015,1,7
43174,2016,1,6
43175,2016,1,2
43178,2016,1,4
43178,2017,1,4
43179,2015,-1,1
43179,2015,1,5
43179,2016,1,3
43180,2016,1,11
43181,2014,1,2
43181,2016,1,7
43181,2017,1,1
43182,2014,1,4
43182,2015,1,9
43182,2016,1,33
43182,2017,1,10
43183,2016,1,1
43185,2017,-1,1
43185,2017,1,4
43186,2016,1,1
43186,2017,1,2
43187,2014,1,1
43187,2016,1,1
43187,2017,1,2
43188,2014,1,1
43189,2015,1,2
43189,2016,1,1
43190,2014,1,2
43190,2016,1,3
43191,2017,1,1
43192,2015,1,1
43193,2014,1,1
43193,2015,1,1
43193,2016,1,1
43193,2017,1,1
43194,2014,1,3
43194,2015,1,1
43194,2017,1,1
43195,2015,1,1
43196,2015,1,1
43197,2015,1,2
43197,2016,-1,1
43197,2016,1,1
43198,2017,1,1
43199,2015,1,6
43200,2014,1,2
43201,2017,1,2
43203,2015,1,7
43204,2014,-1,1
43204,2014,1,6
43204,2015,1,8
43204,2016,-1,1
43204,2016,1,16
43204,2017,1,2
43205,2016,1,1
43205,2017,1,1
43206,2014,1,21
43206,2015,1,17
43206,2016,1,14
43206,2017,1,2
43209,2015,1,1
43210,2015,1,2
43211,2015,1,2
43212,2015,1,1
43214,2015,1,1
43217,2014,1,7
43217,2015,1,5
43217,2016,1,5
43217,2017,1,1
43218,2016,1,12
43218,2017,1,3
43219,2015,1,4
43221,2015,1,1
43221,2016,1,1
43222,2015,1,1
43223,2015,1,1
43224,2016,1,12
43224,2017,1,5
43225,2015,1,2
43227,2014,1,3
43227,2015,1,3
43227,2016,1,1
43229,2015,1,1
43229,2016,1,2
43229,2017,1,3
43230,2015,1,1
43230,2016,1,2
43230,2017,1,2
43231,2014,-1,1
43231,2014,1,1
43231,2015,1,2
43231,2016,1,1
43232,2014,1,1
43233,2014,1,2
43235,2014,1,1
43236,2016,1,1
43237,2014,1,30
43237,2015,1,21
43237,2016,-1,1
43237,2016,1,25
43237,2017,1,3
43238,2015,1,2
43239,2016,1,3
43240,2017,1,1
43241,2014,1,2
43241,2015,1,1
43243,2014,1,2
43243,2015,-1,1
43243,2015,1,4
43243,2016,1,4
43243,2017,1,2
43245,2014,-1,6
43245,2014,1,8
43245,2015,-1,1
43245,2015,1,7
43245,2016,-1,1
43245,2016,1,2
43246,2015,1,3
43247,2015,1,2
43248,2015,1,2
43249,2015,-1,1
43249,2016,1,1
43250,2014,1,1
43250,2015,1,4
43250,2016,1,7
43250,2017,1,3
43251,2015,1,4
43252,2016,1,1
43253,2016,1,3
43254,2015,1,3
43254,2016,1,2
43254,2017,1,3
43255,2014,1,1
43256,2015,1,1
43257,2014,1,1
43257,2015,1,1
43257,2016,-1,1
43257,2016,1,3
43259,2015,1,1
43260,2014,1,23
43261,2015,1,1
43262,2016,1,4
43263,2016,1,2
43263,2017,1,3
43264,2017,1,1
43265,2016,1,1
43265,2017,1,10
43266,2017,1,1
43267,2014,-1,3
43267,2014,1,45
43267,2015,1,31
43267,2016,-1,1
43267,2016,1,48
43267,2017,1,13
43268,2017,1,2
43269,2016,1,2
43270,2014,1,2
43270,2016,1,2
43273,2014,1,1
43273,2015,1,1
43273,2016,1,2
43273,2017,1,1
43274,2016,1,3
43274,2017,-1,3
43274,2017,1,11
43275,2014,1,1
43276,2015,1,1
43276,2016,1,2
43278,2014,1,1
43279,2015,1,1
43280,2014,1,1
43281,2016,-1,2
43281,2016,1,7
43283,2014,1,1
43283,2015,1,4
43283,2016,1,12
43283,2017,1,6
43284,2016,1,1
43285,2014,1,1
43286,2015,1,1
43287,2014,1,1
43288,2016,1,2
43289,2015,1,1
43290,2014,1,2
43290,2015,1,1
43291,2016,1,1
43292,2015,1,1
43293,2014,-1,2
43293,2014,1,3
43293,2015,1,1
43293,2016,1,3
43294,2016,1,3
43296,2014,-1,4
43296,2014,1,24
43297,2014,1,1
43297,2015,1,1
43298,2014,1,1
43298,2015,1,4
43298,2016,1,10
43298,2017,1,2
43300,2016,1,1
43301,2015,1,1
43301,2016,1,1
43302,2014,1,2
43302,2015,1,1
43302,2016,1,3
43302,2017,1,2
43303,2014,1,1
43304,2016,1,1
43306,2015,1,2
43306,2017,1,1
43307,2016,1,1
43308,2015,1,1
43309,2014,1,13
43310,2014,1,3
43311,2016,1,1
43312,2016,1,1
43313,2015,1,1
43315,2015,1,3
43316,2015,1,1
43317,2014,1,3
43317,2015,1,2
43317,2016,1,1
43318,2016,1,1
43320,2016,1,1
43321,2015,1,1
43322,2015,1,5
43323,2017,1,3
43324,2016,1,6
43324,2017,1,1
43325,2014,1,1
43325,2016,1,1
43326,2014,1,13
43326,2015,1,8
43326,2016,1,8
43326,2017,1,1
43327,2015,1,1
43329,2015,1,2
43329,2016,1,1
43330,2014,1,4
43330,2015,1,2
43331,2015,1,3
43331,2016,1,2
43332,2015,1,1
43332,2016,1,1
43333,2014,-1,4
43333,2014,1,19
43333,2015,-1,3
43333,2015,1,15
43333,2016,-1,1
43333,2016,1,6
43333,2017,-1,1
43333,2017,1,2
43334,2015,1,1
43335,2015,-1,1
43335,2015,1,5
43335,2016,-1,3
43335,2016,1,27
43335,2017,-1,1
43335,2017,1,1
43336,2015,1,2
43337,2014,1,3
43337,2015,1,1
43337,2016,1,3
43337,2017,1,1
43338,2014,1,2
43340,2014,1,1
43340,2016,1,4
43341,2014,1,5
43342,2016,1,2
43343,2015,1,1
43344,2014,1,1
43345,2016,1,1
43345,2017,1,2
43346,2016,-1,1
43346,2016,1,1
43347,2015,-1,1
43347,2015,1,1
43348,2014,1,1
43349,2017,1,1
43350,2016,1,1
43351,2014,1,1
43351,2015,1,2
43351,2016,1,4
43351,2017,1,2
43354,2017,1,1
43355,2014,1,5
43355,2015,-1,1
43355,2015,1,44
43355,2016,-1,1
43355,2016,1,42
43355,2017,1,9
43356,2015,1,6
43356,2016,1,5
43356,2017,1,1
43358,2016,1,2
43360,2016,1,4
43361,2014,1,3
43361,2015,1,2
43361,2016,1,1
43362,2015,1,1
43363,2014,1,4
43364,2017,1,1
43365,2015,1,6
43367,2016,1,1
43368,2014,-1,2
43368,2014,1,20
43368,2015,1,9
43368,2016,1,13
43368,2017,1,2
43372,2014,1,1
43373,2015,1,1
43374,2016,1,3
43375,2014,1,1
43375,2015,1,1
43375,2016,1,1
43376,2015,1,1
43376,2016,1,1
43377,2015,1,2
43378,2015,1,2
43379,2017,1,1
43380,2014,1,1
43380,2016,1,1
43381,2016,1,6
43381,2017,1,10
43382,2017,1,3
43384,2015,1,1
43384,2016,1,3
43385,2014,1,5
43385,2015,1,7
43385,2016,1,7
43385,2017,1,1
43386,2014,1,2
43386,2015,1,4
43388,2016,1,4
43389,2016,1,1
43390,2014,1,1
43391,2016,1,1
43391,2017,-1,1
43391,2017,1,1
43392,2014,1,4
43392,2015,-1,2
43392,2015,1,112
43392,2016,-1,3
43392,2016,1,143
43392,2017,1,38
43393,2016,-1,1
43393,2016,1,9
43394,2016,1,1
43395,2015,1,1
43395,2016,1,1
43396,2016,1,1
43397,2014,1,1
43398,2014,1,3
43399,2015,-1,1
43399,2015,1,14
43401,2016,1,1
43402,2015,1,1
43403,2014,1,6
43403,2015,1,11
43403,2016,1,6
43403,2017,1,1
43404,2016,1,1
43405,2017,1,1
43406,2016,1,1
43409,2015,1,1
43409,2016,1,3
43410,2016,1,3
43411,2015,1,1
43412,2015,1,1
43414,2015,1,6
43415,2014,1,1
43415,2015,1,1
43415,2016,1,2
43416,2014,1,4
43416,2016,1,1
43418,2016,1,1
43419,2016,1,1
43420,2016,1,1
43421,2016,1,1
43422,2015,1,2
43422,2016,1,2
43423,2015,1,1
43424,2015,1,1
43425,2015,-1,2
43425,2015,1,11
43426,2015,1,2
43426,2016,1,1
43427,2016,-1,2
43428,2014,1,2
43429,2014,1,1
43430,2014,1,1
43431,2016,1,1
43432,2015,1,1
43433,2015,1,1
43433,2016,1,3
43433,2017,1,1
43434,2014,-1,1
43434,2014,1,32
43434,2015,-1,1
43434,2015,1,43
43434,2016,-1,1
43434,2016,1,73
43434,2017,-1,1
43434,2017,1,92
43435,2017,1,1
43436,2014,1,1
43438,2014,1,2
43441,2014,1,1
43443,2015,1,1
43446,2014,1,1
43446,2015,1,1
43447,2017,1,1
43448,2014,1,6
43448,2015,1,4
43449,2016,1,2
43450,2016,1,1
43451,2015,1,1
43452,2017,1,1
43454,2014,1,1
43455,2014,1,1
43456,2015,1,1
43457,2016,1,1
43458,2014,1,2
43458,2015,1,6
43458,2016,-1,1
43458,2016,1,5
43459,2015,1,1
43460,2016,-1,1
43460,2016,1,34
43460,2017,-1,1
43460,2017,1,9
43463,2016,1,1
43464,2015,1,1
43465,2014,-1,1
43465,2015,1,1
43466,2016,1,1
43468,2015,1,2
43468,2016,1,1
43468,2017,1,2
43469,2014,-1,1
43469,2014,1,8
43469,2015,-1,1
43469,2015,1,5
43469,2016,-1,1
43469,2016,1,8
43469,2017,1,3
43470,2016,1,3
43470,2017,1,1
43471,2014,-1,1
43471,2014,1,14
43471,2015,1,14
43471,2016,1,7
43471,2017,1,7
43472,2016,1,2
43473,2016,1,2
43474,2014,1,3
43474,2015,1,8
43474,2016,-1,1
43474,2016,1,2
43474,2017,1,3
43475,2014,-1,1
43475,2014,1,28
43475,2015,1,22
43475,2016,1,16
43475,2017,1,8
43476,2014,1,2
43476,2015,1,1
43476,2016,1,1
43476,2017,1,1
43477,2014,1,2
43477,2015,1,1
43478,2015,1,2
43479,2014,1,2
43480,2016,1,1
43482,2014,1,1
43483,2017,1,1
43485,2014,1,1
43485,2015,-1,1
43485,2015,1,16
43485,2016,1,6
43485,2017,1,6
43486,2014,1,20
43486,2015,-1,1
43486,2015,1,13
43486,2016,-1,4
43486,2016,1,37
43486,2017,-1,1
43486,2017,1,17
43487,2015,-1,1
43487,2015,1,1
43487,2016,1,2
43488,2014,-1,1
43488,2014,1,5
43488,2015,1,1
43488,2016,1,2
43488,2017,-1,1
43488,2017,1,1
43489,2014,1,2
43489,2015,1,1
43489,2016,1,1
43489,2017,1,1
43490,2014,1,2
43492,2016,1,3
43493,2015,1,1
43495,2015,1,1
43497,2015,1,2
43498,2014,1,1
43498,2016,1,1
43499,2016,1,1
43500,2017,1,1
43501,2017,1,1
43502,2014,1,1
43503,2014,-1,1
43503,2014,1,20
43503,2015,1,15
43503,2016,1,4
43505,2014,-1,1
43505,2014,1,2
43505,2015,-1,1
43506,2016,1,3
43507,2014,-1,1
43507,2014,1,3
43507,2015,-1,1
43507,2016,1,4
43507,2017,1,1
43508,2014,1,1
43509,2017,1,1
43510,2015,1,2
43512,2016,1,1
43513,2015,1,2
43514,2014,1,1
43514,2016,1,2
43514,2017,1,1
43515,2016,1,1
43517,2014,1,1
43518,2015,1,3
43520,2016,1,11
43520,2017,1,13
43521,2015,1,4
43521,2016,-1,1
43521,2016,1,3
43522,2016,-1,6
43522,2016,1,16
43524,2014,-1,19
43524,2014,1,117
43524,2015,-1,6
43524,2015,1,57
43524,2016,-1,9
43524,2016,1,37
43524,2017,-1,3
43524,2017,1,10
43525,2016,1,1
43527,2016,1,1
43529,2014,1,1
43529,2016,1,2
43529,2017,1,1
43530,2014,1,5
43530,2015,-1,1
43530,2015,1,11
43530,2016,-1,1
43530,2016,1,4
43530,2017,1,4
43533,2014,-1,1
43534,2016,1,1
43535,2015,1,1
43536,2015,1,1
43538,2016,1,2
43540,2016,1,1
43541,2015,1,1
43542,2014,1,2
43542,2015,1,2
43543,2015,1,2
43544,2016,1,1
43545,2015,1,1
43545,2016,1,1
43545,2017,1,1
43546,2017,1,1
43548,2015,1,1
43549,2014,-1,2
43549,2014,1,137
43549,2015,-1,3
43549,2015,1,123
43549,2016,-1,1
43549,2016,1,96
43549,2017,1,18
43550,2015,1,1
43551,2015,1,5
43551,2016,1,1
43552,2015,1,4
43552,2016,1,4
43552,2017,1,2
43553,2016,1,1
43554,2016,1,1
43555,2016,1,2
43556,2016,1,1
43557,2016,1,2
43558,2017,1,2
43559,2014,-1,1
43559,2014,1,1
43559,2015,-1,1
43559,2015,1,2
43559,2016,1,1
43561,2014,1,1
43562,2016,-1,1
43562,2016,1,12
43562,2017,1,1
43563,2016,1,1
43565,2014,1,2
43566,2017,1,1
43567,2016,-1,8
43567,2016,1,90
43567,2017,-1,13
43567,2017,1,118
43568,2016,1,1
43569,2017,1,1
43570,2015,1,1
43571,2015,1,1
43572,2014,1,1
43574,2015,1,1
43575,2014,1,1
43576,2014,1,4
43576,2015,1,5
43576,2016,1,6
43576,2017,1,2
43577,2015,1,1
43578,2014,1,5
43578,2015,-1,3
43578,2015,1,14
43578,2016,1,7
43578,2017,-1,1
43578,2017,1,4
43579,2014,1,1
43580,2014,1,4
43580,2015,1,9
43580,2016,1,6
43580,2017,1,2
43581,2016,1,1
43583,2016,1,1
43584,2016,1,1
43585,2015,1,105
43585,2016,1,90
43585,2017,1,13
43586,2016,1,1
43587,2015,1,1
43587,2016,1,1
43588,2014,-1,2
43588,2014,1,5
43588,2015,-1,11
43588,2015,1,23
43588,2016,1,6
43589,2015,1,1
43590,2014,1,3
43590,2015,1,9
43590,2016,1,2
43591,2014,1,3
43591,2015,-1,2
43591,2015,1,2
43591,2016,1,1
43592,2015,1,1
43593,2016,1,4
43594,2016,1,1
43598,2017,1,1
43599,2015,1,1
43601,2015,1,1
43601,2016,1,1
43603,2017,1,1
43604,2015,1,1
43605,2015,1,4
43607,2014,1,3
43607,2015,1,6
43607,2016,1,10
43607,2017,1,7
43608,2017,1,1
43609,2015,1,1
43610,2016,1,1
43612,2014,1,2
43614,2016,1,1
43615,2015,1,2
43615,2016,1,1
43615,2017,1,1
43616,2016,1,1
43617,2014,1,1
43618,2014,1,1
43618,2015,1,1
43618,2016,1,2
43619,2015,1,3
43620,2014,-1,1
43620,2014,1,2
43623,2016,1,1
43624,2014,1,1
43624,2015,1,1
43625,2014,1,1
43625,2015,1,2
43627,2014,1,4
43629,2014,1,2
43630,2014,1,1
43631,2015,1,2
43631,2016,-1,1
43631,2016,1,9
43631,2017,-1,1
43631,2017,1,3
43632,2014,1,1
43635,2016,1,1
43636,2016,1,1
43637,2015,1,1
43639,2017,1,1
43640,2016,1,1
43642,2015,1,1
43642,2016,-1,1
43642,2016,1,2
43643,2015,1,1
43644,2014,1,2
43644,2016,1,1
43645,2016,1,1
43646,2016,1,1
43647,2014,1,1
43647,2015,1,6
43647,2016,1,6
43647,2017,1,3
43648,2015,1,1
43649,2016,1,1
43650,2016,1,1
43651,2015,1,1
43651,2016,1,1
43652,2014,1,2
43652,2015,-1,1
43652,2015,1,5
43652,2016,-1,1
43652,2016,1,7
43654,2017,1,1
43655,2014,1,6
43657,2014,-1,1
43657,2014,1,3
43657,2015,1,2
43658,2017,1,1
43659,2014,1,1
43660,2015,1,1
43661,2016,-1,4
43661,2016,1,8
43661,2017,-1,1
43662,2014,1,1
43663,2014,1,1
43663,2015,-1,2
43664,2014,1,63
43664,2015,1,131
43664,2016,1,12
43664,2017,1,5
43665,2015,1,1
43666,2016,1,2
43667,2015,1,2
43667,2016,1,9
43667,2017,-1,1
43667,2017,1,2
43668,2014,1,1
43668,2015,1,2
43669,2017,1,1
43670,2015,1,2
43671,2016,-1,1
43671,2016,1,15
43672,2015,1,1
43673,2014,1,1
43674,2015,1,2
43675,2014,1,1
43675,2015,1,1
43675,2016,1,2
43675,2017,1,1
43676,2014,1,3
43676,2015,-1,1
43676,2015,1,2
43676,2016,-1,1
43676,2016,1,3
43676,2017,1,3
43677,2017,1,2
43678,2016,1,1
43679,2015,1,1
43680,2014,1,1
43681,2016,1,1
43682,2015,1,2
43683,2015,1,16
43683,2016,1,28
43683,2017,1,9
43684,2014,1,1
43685,2015,1,1
43686,2015,1,1
43687,2014,1,1
43688,2017,1,1
43689,2014,1,1
43689,2015,1,1
43689,2016,1,1
43690,2014,1,7
43690,2015,1,3
43691,2015,1,2
43692,2015,1,1
43693,2014,-1,1
43693,2014,1,2
43693,2015,1,6
43694,2014,1,1
43694,2015,1,1
43695,2014,1,1
43696,2016,1,2
43697,2014,1,1
43699,2014,1,1
43699,2016,1,3
43699,2017,1,1
43701,2016,-1,1
43701,2016,1,2
43702,2014,1,1
43703,2017,1,1
43704,2016,1,1
43705,2017,1,1
43707,2015,1,1
43709,2016,1,1
43711,2016,1,1
43713,2016,1,2
43713,2017,1,1
43715,2016,1,2
43716,2016,1,1
43717,2016,-1,1
43717,2016,1,16
43718,2015,-1,1
43720,2016,1,4
43720,2017,1,3
43723,2016,1,1
43724,2015,1,6
43724,2017,1,1
43725,2015,1,2
43726,2014,1,1
43726,2015,1,2
43727,2015,1,2
43727,2016,1,1
43728,2014,1,1
43729,2015,1,1
43730,2015,1,1
43731,2015,-1,1
43731,2015,1,2
43731,2016,1,2
43732,2016,1,1
43733,2015,1,3
43733,2016,1,3
43733,2017,1,1
43734,2017,1,1
43735,2015,1,1
43736,2014,1,1
43737,2014,1,2
43737,2015,1,2
43737,2017,-1,1
43739,2015,1,1
43740,2015,-1,1
43740,2015,1,2
43741,2016,1,3
43742,2015,1,10
43742,2016,1,7
43744,2014,1,12
43744,2015,1,5
43744,2016,1,8
43744,2017,1,1
43745,2016,1,1
43747,2014,1,2
43747,2015,1,2
43748,2015,1,1
43749,2017,1,1
43750,2017,1,1
43751,2017,-1,1
43751,2017,1,2
43753,2016,1,1
43755,2014,1,1
43756,2015,-1,1
43756,2015,1,3
43757,2015,1,1
43758,2014,-1,8
43758,2014,1,77
43758,2015,-1,14
43758,2015,1,87
43758,2016,-1,20
43758,2016,1,80
43758,2017,-1,6
43758,2017,1,33
43759,2015,1,1
43761,2014,1,1
43761,2016,1,1
43762,2015,1,5
43763,2014,1,4
43763,2015,1,7
43763,2016,1,1
43763,2017,1,2
43764,2014,1,1
43765,2014,1,5
43765,2015,-1,1
43765,2015,1,4
43765,2016,1,2
43765,2017,1,3
43767,2014,1,5
43767,2015,1,3
43767,2016,1,4
43767,2017,1,1
43768,2017,1,10
43769,2015,1,1
43770,2014,1,1
43771,2016,1,3
43772,2016,1,1
43772,2017,1,3
43773,2014,1,1
43773,2015,1,8
43776,2017,1,1
43777,2014,1,1
43778,2015,1,3
43778,2016,1,5
43779,2015,1,2
43779,2016,1,2
43780,2016,1,4
43780,2017,1,3
43781,2014,-1,10
43781,2014,1,35
43781,2015,-1,7
43781,2015,1,44
43781,2016,-1,2
43781,2016,1,38
43781,2017,-1,3
43781,2017,1,13
43782,2016,1,1
43783,2014,1,5
43783,2015,1,2
43783,2016,1,3
43783,2017,1,1
43784,2016,-1,1
43785,2014,1,1
43786,2015,1,1
43787,2016,1,1
43788,2016,-1,1
43788,2016,1,1
43788,2017,-1,1
43788,2017,1,1
43789,2015,1,3
43790,2016,1,1
43791,2016,1,1
43791,2017,-1,1
43791,2017,1,3
43792,2015,1,2
43792,2016,1,36
43792,2017,1,17
43793,2015,1,1
43795,2015,1,2
43795,2016,1,4
43795,2017,1,2
43796,2015,1,1
43798,2014,1,3
43798,2015,1,6
43798,2016,1,1
43798,2017,1,3
43799,2015,1,1
43800,2014,1,19
43800,2015,1,6
43800,2016,1,6
43800,2017,1,4
43801,2016,1,1
43802,2015,1,2
43803,2014,1,31
43803,2015,1,7
43803,2016,1,5
43803,2017,1,2
43804,2014,1,1
43805,2015,1,3
43805,2017,1,1
43806,2014,1,25
43806,2015,1,11
43806,2016,1,6
43807,2016,1,2
43807,2017,1,3
43808,2014,1,7
43808,2015,1,5
43808,2016,1,7
43810,2017,1,1
43811,2014,1,2
43811,2015,-1,1
43811,2015,1,5
43811,2016,1,6
43812,2016,1,3
43814,2015,1,5
43814,2016,1,6
43814,2017,1,1
43816,2015,1,1
43817,2014,1,1
43818,2016,1,1
43820,2014,1,1
43821,2015,1,6
43821,2016,1,2
43821,2017,1,1
43822,2016,1,2
43822,2017,1,2
43823,2016,1,2
43824,2017,1,1
43826,2014,1,27
43826,2015,-1,2
43826,2015,1,34
43826,2016,-1,1
43826,2016,1,47
43826,2017,-1,2
43826,2017,1,39
43827,2017,1,1
43828,2015,1,1
43828,2016,1,3
43828,2017,1,1
43829,2014,1,11
43829,2015,1,15
43829,2016,1,6
43829,2017,1,2
43830,2017,1,1
43831,2014,1,1
43833,2015,1,1
43833,2016,1,3
43835,2015,1,3
43836,2015,1,2
43837,2016,1,1
43838,2014,-1,2
43838,2014,1,13
43838,2016,1,1
43838,2017,1,1
43839,2017,1,3
43840,2016,1,9
43840,2017,-1,1
43840,2017,1,5
43841,2017,1,1
43843,2014,1,1
43845,2014,1,12
43845,2015,1,10
43845,2016,-1,1
43845,2016,1,15
43845,2017,1,9
43846,2015,1,2
43846,2016,1,2
43848,2014,1,4
43848,2017,1,1
43849,2014,1,2
43849,2015,1,2
43850,2017,1,3
43851,2016,1,44
43851,2017,1,26
43852,2014,1,1
43853,2015,1,1
43854,2014,-1,17
43854,2014,1,129
43854,2015,-1,21
43854,2015,1,124
43854,2016,-1,16
43854,2016,1,78
43854,2017,-1,4
43854,2017,1,16
43855,2014,1,1
43855,2015,1,6
43855,2016,1,3
43855,2017,1,1
43856,2015,1,2
43856,2016,1,3
43856,2017,1,1
43857,2017,1,1
43858,2015,1,1
43859,2014,1,3
43859,2015,1,4
43859,2016,-1,1
43859,2016,1,9
43859,2017,1,1
43860,2016,1,1
43861,2014,-1,1
43862,2014,1,1
43863,2015,1,3
43863,2016,1,1
43864,2015,1,1
43864,2016,1,2
43865,2015,1,1
43866,2014,1,4
43866,2015,1,3
43868,2014,1,7
43869,2017,1,2
43870,2016,1,2
43871,2016,1,1
43871,2017,1,1
43872,2016,1,2
43872,2017,1,1
43873,2014,-1,4
43873,2014,1,1
43873,2015,1,2
43873,2017,1,1
43874,2015,1,1
43875,2016,1,1
43876,2015,1,1
43878,2015,1,1
43879,2014,1,1
43879,2015,1,1
43881,2014,1,4
43881,2015,1,12
43881,2016,1,5
43882,2014,1,1
43883,2016,1,6
43883,2017,1,6
43884,2015,1,1
43885,2016,1,2
43885,2017,1,1
43886,2016,1,1
43887,2016,1,13
43887,2017,1,1
43888,2014,1,6
43888,2015,1,11
43888,2016,1,18
43888,2017,1,12
43889,2017,1,1
43890,2016,1,2
43892,2015,1,6
43892,2016,-1,1
43892,2016,1,7
43893,2014,1,1
43894,2016,1,1
43895,2015,1,2
43895,2016,1,4
43896,2016,1,1
43897,2016,1,1
43898,2016,1,1
43899,2014,1,12
43899,2015,-1,5
43899,2015,1,48
43899,2016,-1,3
43899,2016,1,18
43899,2017,1,3
43900,2015,1,8
43900,2016,1,51
43900,2017,1,4
43901,2015,1,1
43902,2015,1,1
43903,2014,-1,3
43903,2014,1,24
43903,2015,-1,4
43903,2015,1,32
43903,2016,-1,5
43903,2016,1,35
43903,2017,1,10
43904,2016,1,1
43905,2016,1,1
43906,2014,1,1
43906,2015,1,3
43906,2016,1,1
43907,2017,1,1
43908,2016,1,1
43910,2015,1,1
43911,2017,1,1
43912,2014,1,2
43913,2014,1,1
43913,2016,1,2
43914,2016,1,1
43915,2016,1,1
43915,2017,1,1
43916,2016,1,5
43916,2017,1,1
43917,2015,1,1
43919,2015,1,1
43920,2016,1,1
43920,2017,1,2
43922,2014,1,1
43922,2015,1,2
43922,2017,-1,1
43923,2017,1,1
43924,2014,1,1
43925,2014,1,1
43925,2015,1,1
43926,2015,1,1
43926,2016,1,1
43926,2017,1,1
43927,2016,1,5
43927,2017,1,2
43929,2015,1,1
43930,2014,1,1
43931,2017,1,1
43932,2016,1,1
43934,2016,1,2
43935,2016,1,1
43937,2017,1,1
43938,2014,-1,1
43938,2014,1,12
43938,2015,1,6
43938,2016,1,4
43938,2017,1,5
43939,2016,1,1
43940,2015,1,2
43941,2016,1,3
43942,2014,1,1
43943,2017,1,2
43944,2015,1,1
43944,2016,1,3
43944,2017,1,1
43946,2016,1,2
43947,2017,1,1
43948,2014,1,3
43948,2015,1,1
43948,2016,1,2
43949,2016,1,3
43952,2016,1,1
43954,2016,1,1
43955,2016,1,1
43956,2015,1,3
43956,2016,-1,1
43956,2017,1,1
43957,2015,-1,12
43957,2015,1,61
43957,2016,-1,17
43957,2016,1,119
43957,2017,-1,2
43957,2017,1,11
43958,2015,1,1
